State;Crop;District;Year;Year Min;Season;Area (Hectares);Production (Tonnes);Yield (Tonnes/Hectare);Sale price (USD/Tonnes);Sale price (USD/Tonnes)
Madhya Pradesh;Rapeseed &Mustard;KHANDWA; 2011-12;2011;Rabi       ;13;8;0,615384615;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHANDWA; 2012-13;2012;Rabi       ;38;20;0,526315789;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHANDWA; 2013-14;2013;Rabi       ;11;10;0,909090909;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHANDWA; 2018-19;2018;Rabi       ;75;40;0,533333333;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHANDWA; 2019-20;2019;Rabi       ;200;680;3,4;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHARGONE; 1998-99;1998;Rabi       ;100;100;1;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHARGONE; 1999-00;1999;Rabi       ;51;20;0,392156863;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHARGONE; 2000-01;2000;Rabi       ;14;3;0,214285714;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHARGONE; 2001-02;2001;Rabi       ;27;10;0,37037037;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHARGONE; 2002-03;2002;Rabi       ;73;28;0,383561644;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHARGONE; 2003-04;2003;Rabi       ;48;22;0,458333333;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHARGONE; 2004-05;2004;Rabi       ;28;12;0,428571429;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHARGONE; 2005-06;2005;Rabi       ;26;12;0,461538462;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHARGONE; 2006-07;2006;Rabi       ;25;15;0,6;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHARGONE; 2007-08;2007;Rabi       ;10;6;0,6;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHARGONE; 2008-09;2008;Rabi       ;9;5;0,555555556;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHARGONE; 2009-10;2009;Whole Year ;49;30;0,612244898;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHARGONE; 2010-11;2010;Rabi       ;16;9;0,5625;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHARGONE; 2011-12;2011;Rabi       ;7;5;0,714285714;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHARGONE; 2012-13;2012;Rabi       ;15;10;0,666666667;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHARGONE; 2013-14;2013;Rabi       ;34;23;0,676470588;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHARGONE; 2017-18;2017;Rabi       ;110;50;0,454545455;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHARGONE; 2018-19;2018;Rabi       ;99;47;0,474747475;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KHARGONE; 2019-20;2019;Rabi       ;138;172;1,246376812;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KORBA; 1998-99;1998;Rabi       ;2300;1100;0,47826087;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KORBA; 1999-00;1999;Rabi       ;2347;2018;0,859821048;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KOREA; 1998-99;1998;Rabi       ;4100;2600;0,634146341;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;KOREA; 1999-00;1999;Rabi       ;4258;4554;1,069516205;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MAHASAMUND; 1998-99;1998;Rabi       ;100;100;1;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MAHASAMUND; 1999-00;1999;Rabi       ;83;91;1,096385542;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 1997-98;1997;Rabi       ;31300;8500;0,271565495;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 1998-99;1998;Rabi       ;13200;9500;0,71969697;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 1999-00;1999;Rabi       ;16005;8732;0,545579506;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 2000-01;2000;Rabi       ;12292;3010;0,244874715;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 2001-02;2001;Rabi       ;15683;9351;0,596250717;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 2002-03;2002;Rabi       ;15657;9807;0,626365204;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 2003-04;2003;Rabi       ;16240;13147;0,809544335;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 2004-05;2004;Rabi       ;16220;13337;0,822256473;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 2005-06;2005;Rabi       ;16147;13296;0,823434694;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 2006-07;2006;Rabi       ;14170;11601;0,818701482;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 2007-08;2007;Rabi       ;15040;12034;0,800132979;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 2008-09;2008;Rabi       ;15158;13372;0,882174429;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 2009-10;2009;Whole Year ;15146;11002;0,726396408;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 2010-11;2010;Rabi       ;14731;10284;0,698119612;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 2011-12;2011;Rabi       ;15600;13575;0,870192308;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 2012-13;2012;Rabi       ;16972;11150;0,656964412;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 2013-14;2013;Rabi       ;15995;13226;0,826883401;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 2014-15;2014;Rabi       ;10000;10000;1;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 2015-16;2015;Rabi       ;17000;16000;0,941176471;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 2016-17;2016;Rabi       ;17000;11000;0,647058824;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 2017-18;2017;Rabi       ;17000;8360;0,491764706;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 2018-19;2018;Rabi       ;6235;3778;0,605934242;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDLA; 2019-20;2019;Rabi       ;9419;11001;1,167958382;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 1997-98;1997;Rabi       ;65900;46900;0,71168437;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 1998-99;1998;Rabi       ;15900;14700;0,924528302;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 1999-00;1999;Rabi       ;23460;21704;0,92514919;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 2000-01;2000;Rabi       ;2668;1355;0,507871064;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 2001-02;2001;Rabi       ;9280;6217;0,669935345;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 2002-03;2002;Rabi       ;2359;1138;0,4824078;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 2003-04;2003;Rabi       ;6346;5585;0,880081941;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 2004-05;2004;Rabi       ;48087;51576;1,072555992;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 2005-06;2005;Rabi       ;42312;35988;0,850538854;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 2006-07;2006;Rabi       ;57838;63139;1,091652547;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 2007-08;2007;Rabi       ;37839;30138;0,796479822;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 2008-09;2008;Rabi       ;35976;35800;0,99510785;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 2009-10;2009;Whole Year ;36039;36342;1,008407558;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 2010-11;2010;Rabi       ;30359;22608;0,74468856;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 2011-12;2011;Rabi       ;32617;39826;1,221019714;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 2012-13;2012;Rabi       ;57282;98926;1,726999756;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 2013-14;2013;Rabi       ;48016;88128;1,835388204;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 2014-15;2014;Rabi       ;27000;58000;2,148148148;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 2015-16;2015;Rabi       ;37000;35000;0,945945946;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 2016-17;2016;Rabi       ;32000;45000;1,40625;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 2017-18;2017;Rabi       ;38200;51380;1,345026178;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 2018-19;2018;Rabi       ;29508;17882;0,606005151;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MANDSAUR; 2019-20;2019;Rabi       ;4178;5039;1,206079464;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 1997-98;1997;Rabi       ;214000;144700;0,676168224;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 1998-99;1998;Rabi       ;141600;172000;1,214689266;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 1999-00;1999;Rabi       ;144836;215950;1,490996714;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 2000-01;2000;Rabi       ;109724;134851;1,229001859;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 2001-02;2001;Rabi       ;125269;151200;1,207002531;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 2002-03;2002;Rabi       ;111227;88648;0,797000728;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 2003-04;2003;Rabi       ;135755;184491;1,358999669;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 2004-05;2004;Rabi       ;158105;202691;1,282002467;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 2005-06;2005;Rabi       ;151131;222767;1,473999378;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 2006-07;2006;Rabi       ;146768;195348;1,330998583;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 2007-08;2007;Rabi       ;138013;193632;1,402998268;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 2008-09;2008;Rabi       ;151876;202451;1,333001923;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 2009-10;2009;Whole Year ;150614;196401;1,304002284;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 2010-11;2010;Rabi       ;139166;225171;1,61800296;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 2011-12;2011;Rabi       ;134093;231445;1,726003595;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 2012-13;2012;Rabi       ;141899;246620;1,737996744;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 2013-14;2013;Rabi       ;137860;141996;1,030001451;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 2014-15;2014;Rabi       ;150000;157000;1,046666667;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 2015-16;2015;Rabi       ;128000;175000;1,3671875;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 2016-17;2016;Rabi       ;139000;221000;1,589928058;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 2017-18;2017;Rabi       ;145490;219110;1,506014159;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 2018-19;2018;Rabi       ;145446;304273;2,09199978;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;MORENA; 2019-20;2019;Rabi       ;148173;309682;2,090002902;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 1997-98;1997;Rabi       ;1100;900;0,818181818;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 1998-99;1998;Rabi       ;600;600;1;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 1999-00;1999;Rabi       ;459;412;0,897603486;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 2000-01;2000;Rabi       ;272;222;0,816176471;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 2001-02;2001;Rabi       ;164;167;1,018292683;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 2002-03;2002;Rabi       ;92;67;0,72826087;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 2003-04;2003;Rabi       ;203;226;1,113300493;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 2004-05;2004;Rabi       ;252;293;1,162698413;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 2005-06;2005;Rabi       ;206;251;1,218446602;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 2006-07;2006;Rabi       ;143;170;1,188811189;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 2007-08;2007;Rabi       ;147;170;1,156462585;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 2008-09;2008;Rabi       ;55;69;1,254545455;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 2009-10;2009;Whole Year ;35;38;1,085714286;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 2010-11;2010;Rabi       ;87;95;1,091954023;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 2011-12;2011;Rabi       ;26;43;1,653846154;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 2012-13;2012;Rabi       ;39;58;1,487179487;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 2013-14;2013;Rabi       ;27;19;0,703703704;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 2014-15;2014;Rabi       ;1000;1000;1;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 2015-16;2015;Rabi       ;1000;1000;1;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 2017-18;2017;Rabi       ;2500;2980;1,192;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 2018-19;2018;Rabi       ;29;23;0,793103448;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NARSINGHPUR; 2019-20;2019;Rabi       ;40;67;1,675;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 1998-99;1998;Rabi       ;14300;13100;0,916083916;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 1999-00;1999;Rabi       ;18512;16238;0,877160761;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 2000-01;2000;Rabi       ;6001;3746;0,624229295;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 2001-02;2001;Rabi       ;13189;10363;0,785730533;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 2002-03;2002;Rabi       ;2622;1571;0,599160946;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 2003-04;2003;Rabi       ;8605;8962;1,041487507;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 2004-05;2004;Rabi       ;29382;32829;1,117316725;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 2005-06;2005;Rabi       ;41477;40222;0,969742267;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 2006-07;2006;Rabi       ;30731;27351;0,890013342;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 2007-08;2007;Rabi       ;23176;21840;0,942354159;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 2008-09;2008;Rabi       ;26948;24202;0,898100045;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 2009-10;2009;Whole Year ;19335;16989;0,878665632;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 2010-11;2010;Rabi       ;19986;20870;1,044230962;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 2011-12;2011;Rabi       ;16839;19318;1,147217768;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 2012-13;2012;Rabi       ;17940;28223;1,573188406;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 2013-14;2013;Rabi       ;18241;18620;1,02077737;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 2014-15;2014;Rabi       ;9000;10000;1,111111111;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 2015-16;2015;Rabi       ;18000;27000;1,5;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 2016-17;2016;Rabi       ;21000;31000;1,476190476;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 2017-18;2017;Rabi       ;20400;27030;1,325;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 2018-19;2018;Rabi       ;14645;9065;0,618982588;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NEEMUCH; 2019-20;2019;Rabi       ;4594;8834;1,922942969;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;NIWARI; 2019-20;2019;Rabi       ;1367;1401;1,024871982;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 1997-98;1997;Rabi       ;3300;1000;0,303030303;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 1998-99;1998;Rabi       ;3500;1200;0,342857143;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 1999-00;1999;Rabi       ;3313;1087;0,328101419;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 2000-01;2000;Rabi       ;2915;632;0,216809605;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 2001-02;2001;Rabi       ;2952;964;0,326558266;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 2002-03;2002;Rabi       ;3025;961;0,31768595;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 2003-04;2003;Rabi       ;3190;1210;0,379310345;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 2004-05;2004;Rabi       ;3001;1111;0,37020993;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 2005-06;2005;Rabi       ;3302;1297;0,392792247;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 2006-07;2006;Rabi       ;2704;1010;0,37352071;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 2007-08;2007;Rabi       ;2912;1236;0,424450549;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 2008-09;2008;Rabi       ;3717;2359;0,634651601;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 2009-10;2009;Whole Year ;4531;2913;0,642904436;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 2010-11;2010;Rabi       ;3662;1574;0,429819771;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 2011-12;2011;Rabi       ;4556;1538;0,337576822;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 2012-13;2012;Rabi       ;4184;2317;0,553776291;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 2013-14;2013;Rabi       ;4268;2320;0,543580131;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 2014-15;2014;Rabi       ;6000;4000;0,666666667;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 2015-16;2015;Rabi       ;6000;4000;0,666666667;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 2016-17;2016;Rabi       ;8000;6000;0,75;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 2017-18;2017;Rabi       ;12600;10870;0,862698413;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 2018-19;2018;Rabi       ;6055;3482;0,575061932;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;PANNA; 2019-20;2019;Rabi       ;10772;9727;0,902989231;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAIPUR; 1997-98;1997;Rabi       ;1500;700;0,466666667;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAIPUR; 1998-99;1998;Rabi       ;900;500;0,555555556;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAIPUR; 1999-00;1999;Rabi       ;883;761;0,861834655;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 1997-98;1997;Rabi       ;300;300;1;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 1998-99;1998;Rabi       ;300;300;1;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 1999-00;1999;Rabi       ;251;276;1,099601594;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 2000-01;2000;Rabi       ;230;153;0,665217391;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 2001-02;2001;Rabi       ;178;145;0,814606742;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 2002-03;2002;Rabi       ;251;206;0,820717131;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 2003-04;2003;Rabi       ;163;165;1,012269939;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 2004-05;2004;Rabi       ;186;190;1,021505376;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 2005-06;2005;Rabi       ;345;355;1,028985507;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 2006-07;2006;Rabi       ;306;312;1,019607843;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 2007-08;2007;Rabi       ;281;280;0,996441281;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 2008-09;2008;Rabi       ;234;249;1,064102564;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 2009-10;2009;Whole Year ;374;404;1,080213904;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 2010-11;2010;Rabi       ;281;271;0,964412811;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 2011-12;2011;Rabi       ;148;177;1,195945946;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 2012-13;2012;Rabi       ;157;125;0,796178344;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 2013-14;2013;Rabi       ;233;197;0,845493562;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 2014-15;2014;Rabi       ;1000;1000;1;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 2015-16;2015;Rabi       ;1000;1000;1;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 2017-18;2017;Rabi       ;280;200;0,714285714;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 2018-19;2018;Rabi       ;36;24;0,666666667;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAISEN; 2019-20;2019;Rabi       ;85;96;1,129411765;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 1997-98;1997;Rabi       ;5700;2800;0,49122807;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 1998-99;1998;Rabi       ;600;400;0,666666667;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 1999-00;1999;Rabi       ;660;620;0,939393939;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 2000-01;2000;Rabi       ;124;55;0,443548387;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 2001-02;2001;Rabi       ;140;81;0,578571429;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 2002-03;2002;Rabi       ;79;41;0,518987342;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 2003-04;2003;Rabi       ;157;134;0,853503185;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 2004-05;2004;Rabi       ;849;639;0,752650177;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 2005-06;2005;Rabi       ;1519;954;0,628044766;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 2006-07;2006;Rabi       ;1662;1431;0,86101083;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 2007-08;2007;Rabi       ;1687;1338;0,793123889;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 2008-09;2008;Rabi       ;1404;1025;0,73005698;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 2009-10;2009;Whole Year ;2663;2532;0,95080736;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 2010-11;2010;Rabi       ;4022;3105;0,772003978;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 2011-12;2011;Rabi       ;2804;3227;1,15085592;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 2012-13;2012;Rabi       ;4853;5633;1,160725325;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 2013-14;2013;Rabi       ;8348;5999;0,718615237;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 2014-15;2014;Rabi       ;2000;2000;1;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 2015-16;2015;Rabi       ;7000;8000;1,142857143;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 2016-17;2016;Rabi       ;7000;5000;0,714285714;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 2017-18;2017;Rabi       ;8970;8520;0,949832776;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 2018-19;2018;Rabi       ;5292;3202;0,605064248;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJGARH; 2019-20;2019;Rabi       ;7420;9527;1,283962264;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJNANDGAON; 1997-98;1997;Rabi       ;2100;1000;0,476190476;757,51;757,51
Madhya Pradesh;Rapeseed &Mustard;RAJNANDGAON; 1998-99;1998;Rabi       ;800;400;0,5;757,51;757,51
