State;Crop;District;Year;Year Min;Season;Area (Hectares);Production (Tonnes);Yield (Tonnes/Hectare);Sale price (USD/Tonnes);Sale price (USD/Tonnes)
Madhya Pradesh;Banana;SINGRAULI; 2017-18;2017;Whole Year ;15;457,5;30,5;170,5751163;170,5751163
Madhya Pradesh;Banana;SINGRAULI; 2018-19;2018;Whole Year ;50;1550;31;170,5751163;170,5751163
Madhya Pradesh;Banana;SINGRAULI; 2019-20;2019;Whole Year ;82;2624;32;170,5751163;170,5751163
Madhya Pradesh;Banana;TIKAMGARH; 2001-02;2001;Whole Year ;12;76;6,333333333;170,5751163;170,5751163
Madhya Pradesh;Banana;TIKAMGARH; 2002-03;2002;Whole Year ;7;252;36;170,5751163;170,5751163
Madhya Pradesh;Banana;TIKAMGARH; 2003-04;2003;Whole Year ;8;232;29;170,5751163;170,5751163
Madhya Pradesh;Banana;TIKAMGARH; 2006-07;2006;Whole Year ;6;188;31,33333333;170,5751163;170,5751163
Madhya Pradesh;Banana;TIKAMGARH; 2007-08;2007;Whole Year ;3;91;30,33333333;170,5751163;170,5751163
Madhya Pradesh;Banana;TIKAMGARH; 2008-09;2008;Whole Year ;2;54;27;170,5751163;170,5751163
Madhya Pradesh;Banana;TIKAMGARH; 2010-11;2010;Whole Year ;1;17;17;170,5751163;170,5751163
Madhya Pradesh;Banana;TIKAMGARH; 2011-12;2011;Whole Year ;2;;0;170,5751163;170,5751163
Madhya Pradesh;Banana;TIKAMGARH; 2012-13;2012;Whole Year ;2;28;14;170,5751163;170,5751163
Madhya Pradesh;Banana;UJJAIN; 2002-03;2002;Whole Year ;2;0;0;170,5751163;170,5751163
Madhya Pradesh;Banana;UJJAIN; 2010-11;2010;Whole Year ;2;100;50;170,5751163;170,5751163
Madhya Pradesh;Banana;UJJAIN; 2012-13;2012;Whole Year ;1;47;47;170,5751163;170,5751163
Madhya Pradesh;Banana;UMARIA; 2001-02;2001;Whole Year ;1;22;22;170,5751163;170,5751163
Madhya Pradesh;Banana;UMARIA; 2011-12;2011;Whole Year ;1;;0;170,5751163;170,5751163
Madhya Pradesh;Banana;UMARIA; 2015-16;2015;Whole Year ;19;109,2;5,747368421;170,5751163;170,5751163
Madhya Pradesh;Banana;UMARIA; 2016-17;2016;Whole Year ;25;875;35;170,5751163;170,5751163
Madhya Pradesh;Banana;UMARIA; 2017-18;2017;Whole Year ;25;875;35;170,5751163;170,5751163
Madhya Pradesh;Banana;UMARIA; 2018-19;2018;Whole Year ;27;945;35;170,5751163;170,5751163
Madhya Pradesh;Banana;UMARIA; 2019-20;2019;Whole Year ;30;1050;35;170,5751163;170,5751163
Madhya Pradesh;Barley;AGAR MALWA; 2013-14;2013;Kharif     ;286;466;1,629370629;326,2575;326,2575
Madhya Pradesh;Barley;AGAR MALWA; 2014-15;2014;Kharif     ;1000;1000;1;326,2575;326,2575
Madhya Pradesh;Barley;AGAR MALWA; 2018-19;2018;Kharif     ;48;45;0,9375;326,2575;326,2575
Madhya Pradesh;Barley;AGAR MALWA; 2019-20;2019;Rabi       ;34;80;2,352941176;326,2575;326,2575
Madhya Pradesh;Barley;ALIRAJPUR; 2008-09;2008;Rabi       ;11;11;1;326,2575;326,2575
Madhya Pradesh;Barley;ALIRAJPUR; 2010-11;2010;Rabi       ;3;3;1;326,2575;326,2575
Madhya Pradesh;Barley;ALIRAJPUR; 2011-12;2011;Kharif     ;10;12;1,2;326,2575;326,2575
Madhya Pradesh;Barley;ALIRAJPUR; 2012-13;2012;Kharif     ;48;48;1;326,2575;326,2575
Madhya Pradesh;Barley;ALIRAJPUR; 2013-14;2013;Kharif     ;49;61;1,244897959;326,2575;326,2575
Madhya Pradesh;Barley;ALIRAJPUR; 2014-15;2014;Kharif     ;1000;1000;1;326,2575;326,2575
Madhya Pradesh;Barley;ALIRAJPUR; 2015-16;2015;Kharif     ;6000;15000;2,5;326,2575;326,2575
Madhya Pradesh;Barley;ALIRAJPUR; 2016-17;2016;Kharif     ;6000;18000;3;326,2575;326,2575
Madhya Pradesh;Barley;ALIRAJPUR; 2017-18;2017;Kharif     ;1500;2400;1,6;326,2575;326,2575
Madhya Pradesh;Barley;ANUPPUR; 2003-04;2003;Rabi       ;57;35;0,614035088;326,2575;326,2575
Madhya Pradesh;Barley;ANUPPUR; 2004-05;2004;Rabi       ;65;36;0,553846154;326,2575;326,2575
Madhya Pradesh;Barley;ANUPPUR; 2005-06;2005;Rabi       ;61;42;0,68852459;326,2575;326,2575
Madhya Pradesh;Barley;ANUPPUR; 2007-08;2007;Rabi       ;527;363;0,688804554;326,2575;326,2575
Madhya Pradesh;Barley;ANUPPUR; 2008-09;2008;Rabi       ;59;40;0,677966102;326,2575;326,2575
Madhya Pradesh;Barley;ANUPPUR; 2009-10;2009;Whole Year ;89;54;0,606741573;326,2575;326,2575
Madhya Pradesh;Barley;ANUPPUR; 2010-11;2010;Rabi       ;85;48;0,564705882;326,2575;326,2575
Madhya Pradesh;Barley;ANUPPUR; 2011-12;2011;Kharif     ;68;61;0,897058824;326,2575;326,2575
Madhya Pradesh;Barley;ANUPPUR; 2012-13;2012;Kharif     ;64;53;0,828125;326,2575;326,2575
Madhya Pradesh;Barley;ANUPPUR; 2013-14;2013;Kharif     ;59;48;0,813559322;326,2575;326,2575
Madhya Pradesh;Barley;ANUPPUR; 2014-15;2014;Kharif     ;1000;2000;2;326,2575;326,2575
Madhya Pradesh;Barley;ANUPPUR; 2016-17;2016;Kharif     ;10;20;2;326,2575;326,2575
Madhya Pradesh;Barley;ANUPPUR; 2017-18;2017;Kharif     ;100;80;0,8;326,2575;326,2575
Madhya Pradesh;Barley;ANUPPUR; 2018-19;2018;Kharif     ;21;13;0,619047619;326,2575;326,2575
Madhya Pradesh;Barley;ANUPPUR; 2019-20;2019;Rabi       ;40;46;1,15;326,2575;326,2575
Madhya Pradesh;Barley;ASHOKNAGAR; 2003-04;2003;Rabi       ;253;411;1,624505929;326,2575;326,2575
Madhya Pradesh;Barley;ASHOKNAGAR; 2004-05;2004;Rabi       ;253;401;1,584980237;326,2575;326,2575
Madhya Pradesh;Barley;ASHOKNAGAR; 2005-06;2005;Rabi       ;368;750;2,038043478;326,2575;326,2575
Madhya Pradesh;Barley;ASHOKNAGAR; 2007-08;2007;Rabi       ;374;754;2,016042781;326,2575;326,2575
Madhya Pradesh;Barley;ASHOKNAGAR; 2008-09;2008;Rabi       ;374;800;2,139037433;326,2575;326,2575
Madhya Pradesh;Barley;ASHOKNAGAR; 2009-10;2009;Whole Year ;658;1338;2,03343465;326,2575;326,2575
Madhya Pradesh;Barley;ASHOKNAGAR; 2010-11;2010;Rabi       ;725;2048;2,824827586;326,2575;326,2575
Madhya Pradesh;Barley;ASHOKNAGAR; 2011-12;2011;Kharif     ;808;2582;3,195544554;326,2575;326,2575
Madhya Pradesh;Barley;ASHOKNAGAR; 2012-13;2012;Kharif     ;681;1513;2,221732746;326,2575;326,2575
Madhya Pradesh;Barley;ASHOKNAGAR; 2013-14;2013;Kharif     ;669;1721;2,572496263;326,2575;326,2575
Madhya Pradesh;Barley;ASHOKNAGAR; 2014-15;2014;Kharif     ;1000;1000;1;326,2575;326,2575
Madhya Pradesh;Barley;ASHOKNAGAR; 2016-17;2016;Kharif     ;600;2000;3,333333333;326,2575;326,2575
Madhya Pradesh;Barley;ASHOKNAGAR; 2017-18;2017;Kharif     ;500;1110;2,22;326,2575;326,2575
Madhya Pradesh;Barley;ASHOKNAGAR; 2018-19;2018;Kharif     ;59;156;2,644067797;326,2575;326,2575
Madhya Pradesh;Barley;ASHOKNAGAR; 2019-20;2019;Rabi       ;67;199;2,970149254;326,2575;326,2575
Madhya Pradesh;Barley;BALAGHAT; 1999-00;1999;Rabi       ;3;4;1,333333333;326,2575;326,2575
Madhya Pradesh;Barley;BALAGHAT; 2000-01;2000;Rabi       ;1;2;2;326,2575;326,2575
Madhya Pradesh;Barley;BALAGHAT; 2002-03;2002;Rabi       ;1;2;2;326,2575;326,2575
Madhya Pradesh;Barley;BALAGHAT; 2014-15;2014;Kharif     ;2000;3000;1,5;326,2575;326,2575
Madhya Pradesh;Barley;BALAGHAT; 2017-18;2017;Kharif     ;300;480;1,6;326,2575;326,2575
Madhya Pradesh;Barley;BALAGHAT; 2019-20;2019;Rabi       ;1;2;2;326,2575;326,2575
Madhya Pradesh;Barley;BARWANI; 2015-16;2015;Kharif     ;4000;13000;3,25;326,2575;326,2575
Madhya Pradesh;Barley;BARWANI; 2016-17;2016;Kharif     ;5000;16000;3,2;326,2575;326,2575
Madhya Pradesh;Barley;BARWANI; 2017-18;2017;Kharif     ;2800;4370;1,560714286;326,2575;326,2575
Madhya Pradesh;Barley;BARWANI; 2019-20;2019;Rabi       ;28;90;3,214285714;326,2575;326,2575
Madhya Pradesh;Barley;BETUL; 2001-02;2001;Rabi       ;10;10;1;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 1997-98;1997;Rabi       ;7900;13400;1,696202532;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 1998-99;1998;Rabi       ;7400;12000;1,621621622;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 1999-00;1999;Rabi       ;7661;13786;1,799503981;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 2000-01;2000;Rabi       ;8154;8433;1,034216336;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 2001-02;2001;Rabi       ;7104;11870;1,67088964;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 2002-03;2002;Rabi       ;10026;15132;1,509275883;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 2003-04;2003;Rabi       ;10553;22447;2,12707287;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 2004-05;2004;Rabi       ;10388;19953;1,92077397;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 2005-06;2005;Rabi       ;9692;19408;2,002476269;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 2007-08;2007;Rabi       ;7400;9963;1,346351351;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 2008-09;2008;Rabi       ;5315;10697;2,012605833;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 2009-10;2009;Whole Year ;5114;9282;1,815017599;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 2010-11;2010;Rabi       ;4447;9410;2,116033281;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 2011-12;2011;Kharif     ;4443;11981;2,696601395;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 2012-13;2012;Kharif     ;4747;7184;1,51337687;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 2013-14;2013;Kharif     ;4492;17184;3,825467498;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 2014-15;2014;Kharif     ;1000;1000;1;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 2015-16;2015;Kharif     ;3000;8000;2,666666667;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 2016-17;2016;Kharif     ;3850;12000;3,116883117;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 2017-18;2017;Kharif     ;4370;17280;3,95423341;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 2018-19;2018;Kharif     ;412;1464;3,553398058;326,2575;326,2575
Madhya Pradesh;Barley;BHIND; 2019-20;2019;Rabi       ;236;677;2,868644068;326,2575;326,2575
Madhya Pradesh;Barley;BHOPAL; 1999-00;1999;Rabi       ;8;10;1,25;326,2575;326,2575
Madhya Pradesh;Barley;BHOPAL; 2000-01;2000;Rabi       ;6;6;1;326,2575;326,2575
Madhya Pradesh;Barley;BHOPAL; 2001-02;2001;Rabi       ;2;3;1,5;326,2575;326,2575
Madhya Pradesh;Barley;BHOPAL; 2003-04;2003;Rabi       ;2;3;1,5;326,2575;326,2575
Madhya Pradesh;Barley;BHOPAL; 2010-11;2010;Rabi       ;1;2;2;326,2575;326,2575
Madhya Pradesh;Barley;BHOPAL; 2018-19;2018;Kharif     ;1;1;1;326,2575;326,2575
Madhya Pradesh;Barley;BHOPAL; 2019-20;2019;Rabi       ;4;10;2,5;326,2575;326,2575
Madhya Pradesh;Barley;BILASPUR; 1997-98;1997;Rabi       ;300;100;0,333333333;326,2575;326,2575
Madhya Pradesh;Barley;BURHANPUR; 2015-16;2015;Kharif     ;6000;15000;2,5;326,2575;326,2575
Madhya Pradesh;Barley;BURHANPUR; 2016-17;2016;Kharif     ;6000;18000;3;326,2575;326,2575
Madhya Pradesh;Barley;BURHANPUR; 2017-18;2017;Kharif     ;1400;2040;1,457142857;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 1997-98;1997;Rabi       ;11300;13600;1,203539823;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 1998-99;1998;Rabi       ;10900;12500;1,146788991;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 1999-00;1999;Rabi       ;10670;12725;1,192596064;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 2000-01;2000;Rabi       ;10256;11691;1,139918097;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 2001-02;2001;Rabi       ;10667;13945;1,307302897;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 2002-03;2002;Rabi       ;10875;15527;1,427770115;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 2003-04;2003;Rabi       ;11047;15069;1,364080746;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 2004-05;2004;Rabi       ;10425;12842;1,231846523;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 2005-06;2005;Rabi       ;10542;12391;1,175393663;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 2007-08;2007;Rabi       ;4864;4270;0,877878289;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 2008-09;2008;Rabi       ;10467;11875;1,134518009;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 2009-10;2009;Whole Year ;10905;11754;1,077854195;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 2010-11;2010;Rabi       ;11755;11382;0,968268822;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 2011-12;2011;Kharif     ;15447;17489;1,132193954;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 2012-13;2012;Kharif     ;15897;15650;0,984462477;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 2013-14;2013;Kharif     ;19960;21008;1,05250501;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 2014-15;2014;Kharif     ;3000;4000;1,333333333;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 2015-16;2015;Kharif     ;9000;26000;2,888888889;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 2016-17;2016;Kharif     ;9000;28000;3,111111111;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 2017-18;2017;Kharif     ;15900;60340;3,794968553;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 2018-19;2018;Kharif     ;10441;21153;2,025955368;326,2575;326,2575
Madhya Pradesh;Barley;CHHATARPUR; 2019-20;2019;Rabi       ;9845;18912;1,920975114;326,2575;326,2575
Madhya Pradesh;Barley;CHHINDWARA; 2001-02;2001;Rabi       ;54;10;0,185185185;326,2575;326,2575
Madhya Pradesh;Barley;DAMOH; 1997-98;1997;Rabi       ;100;100;1;326,2575;326,2575
Madhya Pradesh;Barley;DAMOH; 1998-99;1998;Rabi       ;100;200;2;326,2575;326,2575
Madhya Pradesh;Barley;DAMOH; 1999-00;1999;Rabi       ;58;69;1,189655172;326,2575;326,2575
Madhya Pradesh;Barley;DAMOH; 2000-01;2000;Rabi       ;63;55;0,873015873;326,2575;326,2575
Madhya Pradesh;Barley;DAMOH; 2001-02;2001;Rabi       ;51;62;1,215686275;326,2575;326,2575
Madhya Pradesh;Barley;DAMOH; 2002-03;2002;Rabi       ;71;80;1,126760563;326,2575;326,2575
Madhya Pradesh;Barley;DAMOH; 2003-04;2003;Rabi       ;66;94;1,424242424;326,2575;326,2575
Madhya Pradesh;Barley;DAMOH; 2004-05;2004;Rabi       ;77;101;1,311688312;326,2575;326,2575
Madhya Pradesh;Barley;DAMOH; 2005-06;2005;Rabi       ;102;140;1,37254902;326,2575;326,2575
Madhya Pradesh;Barley;DAMOH; 2007-08;2007;Rabi       ;120;142;1,183333333;326,2575;326,2575
Madhya Pradesh;Barley;DAMOH; 2008-09;2008;Rabi       ;105;183;1,742857143;326,2575;326,2575
Madhya Pradesh;Barley;DAMOH; 2009-10;2009;Whole Year ;150;250;1,666666667;326,2575;326,2575
Madhya Pradesh;Barley;DAMOH; 2010-11;2010;Rabi       ;31;68;2,193548387;326,2575;326,2575
Madhya Pradesh;Barley;DAMOH; 2011-12;2011;Kharif     ;50;125;2,5;326,2575;326,2575
Madhya Pradesh;Barley;DAMOH; 2012-13;2012;Kharif     ;25;45;1,8;326,2575;326,2575
Madhya Pradesh;Barley;DAMOH; 2013-14;2013;Kharif     ;140;342;2,442857143;326,2575;326,2575
Madhya Pradesh;Barley;DAMOH; 2016-17;2016;Kharif     ;100;290;2,9;326,2575;326,2575
Madhya Pradesh;Barley;DAMOH; 2017-18;2017;Kharif     ;100;100;1;326,2575;326,2575
Madhya Pradesh;Barley;DAMOH; 2018-19;2018;Kharif     ;1;2;2;326,2575;326,2575
Madhya Pradesh;Barley;DAMOH; 2019-20;2019;Rabi       ;17;26;1,529411765;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 1997-98;1997;Rabi       ;2600;4300;1,653846154;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 1998-99;1998;Rabi       ;3500;6400;1,828571429;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 1999-00;1999;Rabi       ;3228;6502;2,01425031;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 2000-01;2000;Rabi       ;3337;6657;1,994905604;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 2001-02;2001;Rabi       ;5046;10716;2,123662307;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 2002-03;2002;Rabi       ;3333;6506;1,9519952;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 2003-04;2003;Rabi       ;3861;7828;2,027454027;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 2004-05;2004;Rabi       ;3249;5664;1,743305633;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 2005-06;2005;Rabi       ;2871;6567;2,287356322;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 2007-08;2007;Rabi       ;4787;6968;1,455608941;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 2008-09;2008;Rabi       ;5123;9213;1,798360336;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 2009-10;2009;Whole Year ;3296;7321;2,221177184;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 2010-11;2010;Rabi       ;3188;7144;2,240903388;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 2011-12;2011;Kharif     ;3164;9444;2,98482933;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 2012-13;2012;Kharif     ;3242;8222;2,536088834;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 2013-14;2013;Kharif     ;3434;12446;3,624344787;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 2014-15;2014;Kharif     ;1000;2000;2;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 2015-16;2015;Kharif     ;1000;5000;5;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 2016-17;2016;Kharif     ;2600;8000;3,076923077;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 2017-18;2017;Kharif     ;200;480;2,4;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 2018-19;2018;Kharif     ;318;1005;3,160377358;326,2575;326,2575
Madhya Pradesh;Barley;DATIA; 2019-20;2019;Rabi       ;284;959;3,376760563;326,2575;326,2575
Madhya Pradesh;Barley;DEWAS; 1997-98;1997;Rabi       ;100;100;1;326,2575;326,2575
Madhya Pradesh;Barley;DEWAS; 1999-00;1999;Rabi       ;48;73;1,520833333;326,2575;326,2575
Madhya Pradesh;Barley;DEWAS; 2000-01;2000;Rabi       ;34;54;1,588235294;326,2575;326,2575
Madhya Pradesh;Barley;DEWAS; 2001-02;2001;Rabi       ;32;50;1,5625;326,2575;326,2575
Madhya Pradesh;Barley;DEWAS; 2002-03;2002;Rabi       ;30;54;1,8;326,2575;326,2575
Madhya Pradesh;Barley;DEWAS; 2003-04;2003;Rabi       ;35;61;1,742857143;326,2575;326,2575
Madhya Pradesh;Barley;DEWAS; 2004-05;2004;Rabi       ;50;79;1,58;326,2575;326,2575
Madhya Pradesh;Barley;DEWAS; 2005-06;2005;Rabi       ;39;56;1,435897436;326,2575;326,2575
Madhya Pradesh;Barley;DEWAS; 2007-08;2007;Rabi       ;29;64;2,206896552;326,2575;326,2575
Madhya Pradesh;Barley;DEWAS; 2008-09;2008;Rabi       ;25;51;2,04;326,2575;326,2575
Madhya Pradesh;Barley;DEWAS; 2009-10;2009;Whole Year ;38;79;2,078947368;326,2575;326,2575
Madhya Pradesh;Barley;DEWAS; 2010-11;2010;Rabi       ;37;94;2,540540541;326,2575;326,2575
Madhya Pradesh;Barley;DEWAS; 2011-12;2011;Kharif     ;13;38;2,923076923;326,2575;326,2575
Madhya Pradesh;Barley;DEWAS; 2012-13;2012;Kharif     ;2;6;3;326,2575;326,2575
Madhya Pradesh;Barley;DEWAS; 2013-14;2013;Kharif     ;5;10;2;326,2575;326,2575
Madhya Pradesh;Barley;DEWAS; 2014-15;2014;Kharif     ;1000;1000;1;326,2575;326,2575
Madhya Pradesh;Barley;DEWAS; 2016-17;2016;Kharif     ;900;3000;3,333333333;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 1997-98;1997;Rabi       ;100;100;1;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 1998-99;1998;Rabi       ;100;100;1;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 1999-00;1999;Rabi       ;47;55;1,170212766;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 2000-01;2000;Rabi       ;11;4;0,363636364;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 2001-02;2001;Rabi       ;19;21;1,105263158;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 2002-03;2002;Rabi       ;19;24;1,263157895;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 2003-04;2003;Rabi       ;16;22;1,375;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 2004-05;2004;Rabi       ;12;16;1,333333333;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 2005-06;2005;Rabi       ;13;17;1,307692308;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 2007-08;2007;Rabi       ;33;50;1,515151515;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 2008-09;2008;Rabi       ;25;34;1,36;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 2009-10;2009;Whole Year ;8;12;1,5;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 2010-11;2010;Rabi       ;12;23;1,916666667;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 2011-12;2011;Kharif     ;17;37;2,176470588;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 2012-13;2012;Kharif     ;5;8;1,6;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 2013-14;2013;Kharif     ;13;26;2;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 2015-16;2015;Kharif     ;4000;8000;2;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 2016-17;2016;Kharif     ;5000;16000;3,2;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 2017-18;2017;Kharif     ;27200;124300;4,569852941;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 2018-19;2018;Kharif     ;1;2;2;326,2575;326,2575
Madhya Pradesh;Barley;DHAR; 2019-20;2019;Rabi       ;1;2;2;326,2575;326,2575
Madhya Pradesh;Barley;DINDORI; 1998-99;1998;Rabi       ;200;200;1;326,2575;326,2575
Madhya Pradesh;Barley;DINDORI; 1999-00;1999;Rabi       ;147;133;0,904761905;326,2575;326,2575
Madhya Pradesh;Barley;DINDORI; 2000-01;2000;Rabi       ;37;23;0,621621622;326,2575;326,2575
Madhya Pradesh;Barley;DINDORI; 2001-02;2001;Rabi       ;27;21;0,777777778;326,2575;326,2575
Madhya Pradesh;Barley;DINDORI; 2002-03;2002;Rabi       ;23;19;0,826086957;326,2575;326,2575
Madhya Pradesh;Barley;DINDORI; 2003-04;2003;Rabi       ;23;18;0,782608696;326,2575;326,2575
Madhya Pradesh;Barley;DINDORI; 2004-05;2004;Rabi       ;25;22;0,88;326,2575;326,2575
Madhya Pradesh;Barley;DINDORI; 2005-06;2005;Rabi       ;23;15;0,652173913;326,2575;326,2575
Madhya Pradesh;Barley;DINDORI; 2007-08;2007;Rabi       ;17;12;0,705882353;326,2575;326,2575
Madhya Pradesh;Barley;DINDORI; 2008-09;2008;Rabi       ;17;14;0,823529412;326,2575;326,2575
Madhya Pradesh;Barley;DINDORI; 2009-10;2009;Whole Year ;11;9;0,818181818;326,2575;326,2575
Madhya Pradesh;Barley;DINDORI; 2010-11;2010;Rabi       ;7;6;0,857142857;326,2575;326,2575
Madhya Pradesh;Barley;DINDORI; 2011-12;2011;Kharif     ;7;7;1;326,2575;326,2575
Madhya Pradesh;Barley;DINDORI; 2012-13;2012;Kharif     ;7;4;0,571428571;326,2575;326,2575
Madhya Pradesh;Barley;DINDORI; 2013-14;2013;Kharif     ;14;15;1,071428571;326,2575;326,2575
Madhya Pradesh;Barley;DINDORI; 2016-17;2016;Kharif     ;80;210;2,625;326,2575;326,2575
Madhya Pradesh;Barley;DINDORI; 2019-20;2019;Rabi       ;2;2;1;326,2575;326,2575
Madhya Pradesh;Barley;GUNA; 1997-98;1997;Rabi       ;200;400;2;326,2575;326,2575
Madhya Pradesh;Barley;GUNA; 1998-99;1998;Rabi       ;200;300;1,5;326,2575;326,2575
Madhya Pradesh;Barley;GUNA; 1999-00;1999;Rabi       ;263;430;1,634980989;326,2575;326,2575
Madhya Pradesh;Barley;GUNA; 2000-01;2000;Rabi       ;306;531;1,735294118;326,2575;326,2575
Madhya Pradesh;Barley;GUNA; 2001-02;2001;Rabi       ;291;529;1,817869416;326,2575;326,2575
Madhya Pradesh;Barley;GUNA; 2002-03;2002;Rabi       ;243;340;1,399176955;326,2575;326,2575
Madhya Pradesh;Barley;GUNA; 2003-04;2003;Rabi       ;40;74;1,85;326,2575;326,2575
Madhya Pradesh;Barley;GUNA; 2004-05;2004;Rabi       ;37;61;1,648648649;326,2575;326,2575
Madhya Pradesh;Barley;GUNA; 2005-06;2005;Rabi       ;47;101;2,14893617;326,2575;326,2575
Madhya Pradesh;Barley;GUNA; 2007-08;2007;Rabi       ;37;81;2,189189189;326,2575;326,2575
Madhya Pradesh;Barley;GUNA; 2008-09;2008;Rabi       ;28;43;1,535714286;326,2575;326,2575
Madhya Pradesh;Barley;GUNA; 2009-10;2009;Whole Year ;9;17;1,888888889;326,2575;326,2575
Madhya Pradesh;Barley;GUNA; 2010-11;2010;Rabi       ;21;55;2,619047619;326,2575;326,2575
Madhya Pradesh;Barley;GUNA; 2011-12;2011;Kharif     ;20;68;3,4;326,2575;326,2575
Madhya Pradesh;Barley;GUNA; 2012-13;2012;Kharif     ;13;30;2,307692308;326,2575;326,2575
Madhya Pradesh;Barley;GUNA; 2013-14;2013;Kharif     ;8;19;2,375;326,2575;326,2575
Madhya Pradesh;Barley;GUNA; 2014-15;2014;Kharif     ;1000;2000;2;326,2575;326,2575
